ID,TEMPORADA,NOM_INCEN,CAUSA,SUPERFICIE,CODREG,CODPROV,CODCOM,REGION,COMUNA,PROVINCIA,FECHA_INI,FECHA_TER,SHAPE_Leng,SHAPE_Area
59,2016-2017,498_CHAIMAVIDA II,2.1.11. Otros intencionales no clasificados,1351.4,08,081,08101,Región del Biobío,Concepción,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-04-24T00:00:00.000Z""",48762.1525088,13419533.0599
141,2016-2017,3_CAJON DE PEJERREYES,1.8.5. Quema ilegal para limpia de caminos  canales  cunetas en predios rústicos,220.2,07,074,07401,Región del Maule,Linares,Linares,"""2016-09-02T00:00:00.000Z""","""2016-09-12T00:00:00.000Z""",6729.41597866,1997934.07771
24,2016-2017,193_LAS MERCEDES,1.2.5. Chispa de maquinaria en faena agrícola,874,13,135,13503,Región Metropolitana de Santiago,Curacaví,Melipilla,"""2016-12-23T00:00:00.000Z""","""2016-12-27T00:00:00.000Z""",16099.3427984,8734852.7135
25,2016-2017,216_LO MOSCOSO,1.7.1. Uso de fuego por transeúntes,1170,05,058,05801,Región de Valparaíso,Quilpué,Margamarga,"""2016-11-17T00:00:00.000Z""","""2016-11-23T00:00:00.000Z""",61095.5165492,11689032.5978
26,2016-2017,221_PANAMA 2,2.1.11. Otros intencionales no clasificados,679,06,063,06302,Región del Libertador General Bernardo O'Higgins,Chépica,Colchagua,"""2017-03-05T00:00:00.000Z""","""2017-03-10T00:00:00.000Z""",14573.2446185,6796293.98192
27,2016-2017,237_EL ASIENTO,2.1.11. Otros intencionales no clasificados,1419.4,13,135,13502,Región Metropolitana de Santiago,Alhué,Melipilla,"""2017-01-07T00:00:00.000Z""","""2017-01-17T00:00:00.000Z""",36349.9277113,14193813.7445
28,2016-2017,238_CUESTA BARRIGA,1.7.1. Uso de fuego por transeúntes,605.2,13,135,13503,Región Metropolitana de Santiago,Curacaví,Melipilla,"""2017-01-07T00:00:00.000Z""","""2017-01-09T00:00:00.000Z""",13858.7163815,6052343.45632
29,2016-2017,256_LLANCAY,1.8.1. Quema de basuras  desechos vegetales u otros no clasificados (distintos de vertederos o basurales autorizados),865,13,135,13505,Región Metropolitana de Santiago,San Pedro,Melipilla,"""2017-01-12T00:00:00.000Z""","""2017-01-15T00:00:00.000Z""",17053.3543455,8656227.77774
30,2016-2017,261_TALAMI,1.2.5. Chispa de maquinaria en faena agrícolas,7606.51,13,135,13502,Región Metropolitana de Santiago,Alhué,Melipilla,"""2017-01-14T00:00:00.000Z""","""2017-02-09T00:00:00.000Z""",107591.440669,80029012.3626
31,2016-2017,266_RINCONADA DE PIRQUE,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),4419,13,134,13402,Región Metropolitana de Santiago,Buin,Maipo,"""2017-01-17T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",91848.1353064,44188476.7228
32,2016-2017,268_LO CHACON,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),7980.5,13,135,13502,Región Metropolitana de Santiago,Alhué,Melipilla,"""2017-01-17T00:00:00.000Z""","""2017-02-02T00:00:00.000Z""",142587.787666,79805603.9606
33,2016-2017,274_EL NARANJAL,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),5904.9,13,135,13503,Región Metropolitana de Santiago,Curacaví,Melipilla,"""2017-01-18T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",81208.7802246,59049406.8981
34,2016-2017,286_LAS CARDILLAS,2.1.11. Otros intencionales no clasificados,37308.12,07,073,07302,Región del Maule,Hualañé,Curicó,"""2017-01-14T00:00:00.000Z""","""2017-02-08T00:00:00.000Z""",242324.829098,431212099.167
35,2016-2017,287_EL TOYO,2.1.1. Pirómano (insano mental que disfruta del fuego,1103.5,13,132,13202,Región Metropolitana de Santiago,Pirque,Cordillera,"""2017-01-24T00:00:00.000Z""","""2017-01-31T00:00:00.000Z""",17132.3425236,11035605.4866
36,2016-2017,29_EL CUZCO 2,1.7.1. Uso de fuego por transeúntes,3438,06,062,06203,Región del Libertador General Bernardo O'Higgins,Litueche,Cardenal Caro,"""2016-11-17T00:00:00.000Z""","""2016-11-22T00:00:00.000Z""",39629.6477682,27150237.4964
40,2016-2017,314_LA PALMILLA,1.7.1. Uso de fuego por transeúntes,4218,07,074,07406,Región del Maule,San Javier,Linares,"""2017-01-19T00:00:00.000Z""","""2017-01-28T00:00:00.000Z""",27387.05478,42189202.0653
37,2016-2017,293_HORNOS DE LONQUEN,1.7.1. Uso de fuego por transeúnte,554.3,13,136,13603,Región Metropolitana de Santiago,Isla de Maipo,Talagante,"""2017-01-30T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",15206.9639486,5543143.15222
38,2016-2017,308_CORONEL DEL MAULE,2.1.11. Otros intencionales no clasificados,8250.4,07,072,07201,Región del Maule,Cauquenes,Cauquenes,"""2017-01-18T00:00:00.000Z""","""2017-02-08T00:00:00.000Z""",595608.554323,82599619.1407
39,2016-2017,31_LA MINA DEL TOCO,1.2.2. Quema ilegal de desechos agríco,1422,06,061,06113,Región del Libertador General Bernardo O'Higgins,Pichidegua,Cachapoal,"""2016-11-17T00:00:00.000Z""","""2016-11-21T00:00:00.000Z""",32112.541853,14223723.4435
47,2016-2017,384_ZEMITA VII,1.9.3. Corte de cable por caída de tendido eléctrico o postación,2198,07,074,07404,Región del Maule,Parral,Linares,"""2017-02-21T00:00:00.000Z""","""2017-03-01T00:00:00.000Z""",36780.5390409,23306387.4545
49,2016-2017,39_EL VILUCO,1.9.4. Corte de cable por otro accidente o acción no clasificada,874,06,062,06204,Región del Libertador General Bernardo O'Higgins,Marchihue,Cardenal Caro,"""2016-11-25T00:00:00.000Z""","""2016-11-29T00:00:00.000Z""",19862.4840048,8742121.19248
50,2016-2017,418_AGUAS BUENAS,2.1.1. Pirómano (insano mental que disfruta del fuego),805,05,056,05601,Región de Valparaíso,San Antonio,San Antonio,"""2016-12-20T00:00:00.000Z""","""2016-12-27T00:00:00.000Z""",36778.0750884,8091930.98789
51,2016-2017,421_LA MARQUEZA,1.7.1. Uso de fuego por transeúntes,521,13,135,13501,Región Metropolitana de Santiago,Melipilla,Melipilla,"""2016-12-20T00:00:00.000Z""","""2016-12-25T00:00:00.000Z""",16295.3171846,5211887.23601
52,2016-2017,425_RINCONADA,1.7.1. Uso de fuego por transeúntes,500,08,084,08402,Región del Biobío,Bulnes,Ñuble,"""2017-01-19T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",20309.6699818,5934976.13603
53,2016-2017,433_FUNDO COLENGUADO,2.1.1. Pirómano (insano mental que disfruta del fuego),1940,05,056,05603,Región de Valparaíso,Cartagena,San Antonio,"""2016-12-22T00:00:00.000Z""","""2016-12-28T00:00:00.000Z""",72097.5274882,19398443.2276
54,2016-2017,46_SAN RAFAEL,1.9.4. Corte de cable por otro accidente o acción no clasificada,887,06,062,06202,Región del Libertador General Bernardo O'Higgins,La Estrella,Cardenal Caro,"""2016-11-29T00:00:00.000Z""","""2016-12-01T00:00:00.000Z""",18281.1403873,8867620.72515
55,2016-2017,456_SAN ANTONIO,2.1.11. Otros intencionales no clasificados,30391.1,08,084,08404,Región del Biobío,Coelemu,Ñuble,"""2017-01-20T00:00:00.000Z""","""2017-02-19T00:00:00.000Z""",265621.94618,304429529.716
60,2016-2017,500_PICHACO,2.1.11. Otros intencionales no clasificados,9051.4,08,081,08105,Región del Biobío,Hualqui,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-02-19T00:00:00.000Z""",65555.2484217,90696617.643
61,2016-2017,505_LOS CAULLES-TOMECO,1.7.1. Uso de fuego por transeúntes,11655.9,08,081,08104,Región del Biobío,Florida,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",135877.682575,116721795.606
62,2016-2017,508_CHIGUAYANTE-LEONERA VIEJA,2.1.11. Otros intencionales no clasificados,739,08,081,08105,Región del Biobío,Hualqui,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",13558.5564093,7406586.02494
63,2016-2017,511_TRINITARIAS-VILUMANQUE,1.10.6. Otras actividades no clasificados (cocción de ladrillo),2240.4,08,081,08101,Región del Biobío,Concepción,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-02-05T00:00:00.000Z""",42695.6213537,22457182.7579
64,2016-2017,513_HUAMPULI,1.4.5. Niños jugando con fuego,12249.4,08,084,08416,Región del Biobío,San Carlos,Ñuble,"""2017-01-26T00:00:00.000Z""","""2017-02-05T00:00:00.000Z""",87574.3000351,122555310.437
65,2016-2017,523_CURANADU,1.7.1. Uso de fuego por transeúntes,900.7,08,083,08301,Región del Biobío,Los Angeles,Biobío,"""2017-01-26T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",17944.8561218,9013736.99574
66,2016-2017,526_CASERIO CHAIMAVIDA,2.1.11. Otros intencionales no clasificados,15204.7,08,081,08101,Región del Biobío,Concepción,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-02-05T00:00:00.000Z""",264197.451568,152162491.948
67,2016-2017,543_SANTA APOLONIA,4.1.1. Desconocida (se investiga pero no es posible establecer la causa origen),10829.8,07,072,07201,Región del Maule,Cauquenes,Cauquenes,"""2017-01-25T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",51553.4426918,108441945.2
68,2016-2017,547_SAN FRANCISCO,1.7.1. Uso de fuego por transeúntes,4353.2,08,084,08412,Región del Biobío,Portezuelo,Ñuble,"""2017-01-28T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",31772.3654998,43575475.0642
69,2016-2017,564_CAJON DE LEBU - QUERONTE,1.7.1. Uso de fuego por transeúntes,620,05,058,05802,Región de Valparaíso,Limache,Margamarga,"""2017-01-13T00:00:00.000Z""","""2017-01-17T00:00:00.000Z""",16314.0103539,6254497.1773
70,2016-2017,585_LAS PALMAS,1.1.10. Quema ilegal para reducción de combustible (silvicultura preventiva),1290,05,055,05503,Región de Valparaíso,Hijuelas,Quillota,"""2017-01-17T00:00:00.000Z""","""2017-01-22T00:00:00.000Z""",44597.4514524,12891735.0277
71,2016-2017,60_LA CABAÑA,1.9.3. Corte de cable por caída de tendido eléctrico o postación,2838,06,063,06304,Región del Libertador General Bernardo O'Higgins,Lolol,Colchagua,"""2016-12-04T00:00:00.000Z""","""2016-12-10T00:00:00.000Z""",44532.8371208,28380437.8998
72,2016-2017,609_SANTA MARIA LOS MOLLES,1.9.4. Corte de cable por otro accidente o acción no clasificada,2000,05,054,05401,Región de Valparaíso,La Ligua,Petorca,"""2017-01-20T00:00:00.000Z""","""2017-01-30T00:00:00.000Z""",36677.4682229,19961190.162
73,2016-2017,632_ZEMITA VIII,1.1.19. Chispa  maquinaria en faena forestal (skidder  tractor  vehículo liviano y pesado),972,07,074,07404,Región del Maule,Parral,Linares,"""2017-02-21T00:00:00.000Z""","""2017-04-01T00:00:00.000Z""",15989.2645661,10579866.8421
74,2016-2017,637_DANQUILCO,2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),782,08,084,08413,Región del Biobío,Quillón,Ñuble,"""2017-02-22T00:00:00.000Z""","""2017-04-01T00:00:00.000Z""",23965.2128631,7831278.15018
75,2016-2017,66_VALLE CHAMISERO,2.1.1. Pirómano (insano mental que disfruta del fuego),856,13,133,13301,Región Metropolitana de Santiago,Colina,Chacabuco,"""2016-11-08T00:00:00.000Z""","""2016-11-11T00:00:00.000Z""",17991.8734471,8549635.22261
76,2016-2017,73_AGUA AMARILLA,1.9.4. Corte de cable por otro accidente o acción no clasificada,3100,04,042,04203,Región de Coquimbo,Los Vilos,Choapa,"""2017-01-24T00:00:00.000Z""","""2017-01-31T00:00:00.000Z""",26980.7201799,30998911.92
77,2016-2017,77_UCUQUER,1.9.3. Corte de cable por caída de tendido eléctrico o postación,519,06,062,06203,Región del Libertador General Bernardo O'Higgins,Litueche,Cardenal Caro,"""2016-12-12T00:00:00.000Z""","""2016-12-20T00:00:00.000Z""",13216.8348828,5187387.26901
78,2016-2017,78_TIL TIL 2,1.7.1. Uso de fuego por transeúntes,2712,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-11-11T00:00:00.000Z""","""2016-11-14T00:00:00.000Z""",60336.6189695,27107384.8074
79,2016-2017,79_ALTO POBLACION,1.9.4. Corte de cable por otro accidente o acción no clasificada,6291,06,063,06304,Región del Libertador General Bernardo O'Higgins,Lolol,Colchagua,"""2016-12-13T00:00:00.000Z""","""2016-12-21T00:00:00.000Z""",48666.0449286,62955597.2421
80,2016-2017,81_ALTO NILAHUE,1.9.4. Corte de cable por otro accidente o acción no clasificada,1298,06,063,06304,Región del Libertador General Bernardo O'Higgins,Lolol,Colchagua,"""2016-12-13T00:00:00.000Z""","""2016-12-15T00:00:00.000Z""",23513.5705662,12992990.2211
81,2016-2017,82_EL CARRIZAL,1.9.4. Corte de cable por otro accidente o acción no clasificada,1858,06,062,06204,Región del Libertador General Bernardo O'Higgins,Marchihue,Cardenal Caro,"""2016-12-13T00:00:00.000Z""","""2016-12-20T00:00:00.000Z""",35748.6568862,18587630.4443
93,2016-2017,37_TIL TIL,1.7.1. Uso de fuego por transeúntes,327.5,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-10-26T00:00:00.000Z""","""2016-10-27T00:00:00.000Z""",3135.03366031,357085.12988
82,2016-2017,85_CUESTA LO PRADO,1.7.1. Uso de fuego por transeúntes,3469,13,135,13503,Región Metropolitana de Santiago,Curacaví,Melipilla,"""2016-11-13T00:00:00.000Z""","""2016-11-19T00:00:00.000Z""",39842.6866812,36184036.2695
84,2016-2017,91_CHICAUMA,1.7.1. Uso de fuego por transeúntes,1993,13,133,13302,Región Metropolitana de Santiago,Lampa,Chacabuco,"""2016-11-17T00:00:00.000Z""","""2016-11-23T00:00:00.000Z""",21488.9261851,19555289.0377
83,2016-2017,87_LO FONTECILLA,1.7.1. Uso de fuego por transeúntes,621,13,133,13302,Región Metropolitana de Santiago,Lampa,Chacabuco,"""2016-11-15T00:00:00.000Z""","""2016-11-16T00:00:00.000Z""",13238.2056263,6203887.90835
87,2016-2017,632_VISTA HERMOSA-OCOA,2.1.1. Pirómano (insano mental que disfruta del fuego),300,05,055,05503,Región de Valparaíso,Hijuelas,Quillota,"""2017-01-24T00:00:00.000Z""","""2017-01-30T00:00:00.000Z""",19897.0064723,2999024.13656
94,2016-2017,37_TIL TIL,1.7.1. Uso de fuego por transeúntes,327.5,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-10-26T00:00:00.000Z""","""2016-10-27T00:00:00.000Z""",3973.48400557,439159.055006
95,2016-2017,37_TIL TIL,1.7.1. Uso de fuego por transeúntes,327.5,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-10-26T00:00:00.000Z""","""2016-10-27T00:00:00.000Z""",2241.03925158,106425.453063
85,2016-2017,94_LAS GOLONDRINAS,1.7.1. Uso de fuego por transeúntes,1419,13,135,13505,Región Metropolitana de Santiago,San Pedro,Melipilla,"""2016-11-17T00:00:00.000Z""","""2016-11-20T00:00:00.000Z""",24981.3164361,14192414.94
86,2016-2017,336_BAJO PERQUIN_2,2.1.11. Otros intencionales no clasificados,225.85,07,071,07109,Región del Maule,San Clemente,Talca,"""2017-01-24T00:00:00.000Z""","""2017-02-07T00:00:00.000Z""",17382.9228843,2258342.1336
88,2016-2017,550_VILLA FRESIA III,4.1.1. Desconocida (se investiga pero no es posible establecer la causa origen),209.6,08,081,08111,Región del Biobío,Tomé,Concepción,"""2017-01-30T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",9558.13038561,2100694.18966
89,2016-2017,180_TRINTRE,4.1.1. Desconocida (se investiga pero no es posible establecer la causa origen),204.3,09,092,09201,Región de La Araucanía,Angol,Malleco,"""2017-01-26T00:00:00.000Z""","""2017-02-02T00:00:00.000Z""",4391.36562239,864734.704926
90,2016-2017,37_TIL TIL,1.7.1. Uso de fuego por transeúntes,327.5,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-10-26T00:00:00.000Z""","""2016-10-27T00:00:00.000Z""",9953.16166228,3273310.27356
91,2016-2017,37_TIL TIL,1.7.1. Uso de fuego por transeúntes,327.5,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-10-26T00:00:00.000Z""","""2016-10-27T00:00:00.000Z""",1703.91722673,97256.5687321
96,2016-2017,109_TERMA INTERNACIONAL,1.10.4. Hábito de fumar,496,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-11-22T00:00:00.000Z""","""2016-11-22T00:00:00.000Z""",12249.7470445,4955692.9284
97,2016-2017,562_SANTA MARTA - LOS MOLLES,1.7.1. Uso de fuego por transeúntes,380,05,054,05401,Región de Valparaíso,La Ligua,Petorca,"""2017-01-13T00:00:00.000Z""","""2017-01-19T00:00:00.000Z""",17647.6720149,3794869.81387
98,2016-2017,71_SANTA MARGARITA,2.1.1. Pirómano (insano mental que disfruta del fuego),370,13,133,13301,Región Metropolitana de Santiago,Colina,Chacabuco,"""2016-11-09T00:00:00.000Z""","""2016-11-11T00:00:00.000Z""",9566.45049872,3496366.17645
99,2016-2017,527_SANTA GERTRUDIS,1.7.1. Uso de fuego por transeúntes,466.7,08,084,08402,Región del Biobío,Bulnes,Ñuble,"""2017-01-26T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",14289.50521,4671560.80086
100,2016-2017,558_SANTA CRUZ DE CUCA,1.7.1. Uso de fuego por transeúntes,401.9,08,084,08402,Región del Biobío,Bulnes,Ñuble,"""2017-01-31T00:00:00.000Z""","""2017-02-05T00:00:00.000Z""",9079.12080932,4022467.06171
101,2016-2017,SAN PEDRO_474,1.9.2. Corte de cable por crecimiento de vegetación bajo tendido eléctrico,400,08,084,08410,Región del Biobío,Pemuco,Ñuble,"""2017-01-22T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",12272.1093991,4002524.85586
102,2016-2017,274_SAN MANUEL - LAS PAREDES,1.8.1. Quema de basuras  desechos vegetales u otros no clasificados (distintos de vertederos o basurales autorizados),220.6,07,073,07307,Región del Maule,Sagrada Familia,Curicó,"""2017-01-12T00:00:00.000Z""","""2017-01-14T00:00:00.000Z""",8322.40150881,2207323.73326
103,2016-2017,464_SAN FABIAN DE ALICO,1.7.1. Uso de fuego por transeúntes,260.1,08,084,08417,Región del Biobío,San Fabián,Ñuble,"""2017-01-21T00:00:00.000Z""","""2017-02-19T00:00:00.000Z""",8546.16793144,2597962.45474
